questions,option_A,option_B,option_C,option_D,correct_answer,option_E,source_file,source_folder,year
"Mujer de 32 años, acude por fiebre y dolor pélvico intenso de 3 días. Examen: PA 100/60 mmHg, FC 95 X', T° 39.5 °C. 
Dolor a la palpación profunda en flanco izquierdo. Tacto vaginal: útero 9 cm, doloroso a la lateralización del cérvix, se 
palpa masa en anexo izquierdo de 4 cm dolorosa. ß-hCG negativo. Ecografía transvaginal: masa heterogénea de 38 mm 
en anexo izquierdo, con dolor intenso a la ecopulsión. ¿Cuál es la conducta a seguir?",Antibióticoterapia,Histeroscopía,Laparotomía exploratoria,Hidrosonografía,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 45 años, con cirrosis hepática, acude por cuadro de dolor y distensión abdominal que progresa hasta la disnea. 
Examen: PA 100/60 mmHg, FC 98 X', FR 28 X'. Ictericia de piel y mucosas. Abdomen: circulación colateral, telangiectasias 
y ascitis a tensión. Ecografía: líquido de aproximadamente 8 litros. Se decide realizar paracentesis y extraer 7 litros de 
líquido ascítico. ¿Qué se usa para evitar la disfunción circulatoria secundaria a la paracentesis?",Albúmina,Lactato Ringer,Poligelina,Dextrosa 5%,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 33 años, mientras se encontraba durmiendo presentó cefalea súbita e intensa que la despierta, se agrega 
náusea, vómitos y convulsiones. Examen: despierta, quejumbrosa, rigidez de nuca y parálisis de III par craneal. LCR 
xantocrómico. ¿Cuál es el diagnóstico más probable?",Hemorragia subaracnoidea,Meningoencefalitis aguda,Hemorragia intraparenquimal,Glioblastoma,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Neonato traído a emergencia, por lactancia entrecortada con succión débil progresiva y respiración rápida. Examen: FC 
158 X', FR 70 X', SatO2 90%; peso: 3,200 g; se palpa hígado a 3 cm DRCD, se ausculta soplo sistólico en mesocardio. 
¿En qué diagnóstico sospecha?",Taquipnea transitoria,Sepsis neonatal,Neumonía comunitaria,Insuficiencia cardiaca,D,Ninguna de las anteriores,Prueba A,Year2024,2024
¿Qué complicación grave puede presentar el paciente con colostomía en el posoperatorio inmediato?,Prolapso,Necrosis,Hernia paraestomal,Retracción,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niño de 7 años, hace 5 días sufre traumatismo dorso lumbar, seguido de dolor abdominal progresivo y 2 días después 
alza térmica. Examen: FC 90 X', FR 22 X', SatO2 99%, T° 39 °C; posición antálgica en decúbito dorsal, con miembro 
inferior izquierdo flexionado y en rotación interna. Laboratorio: leucocitosis con desviación izquierda, PCR: 40 mg/dl, 
sedimento de orina normal, hemocultivos negativos hasta el momento. RX de huesos largos normal. ¿Cuál es el examen 
diagnóstico de elección?",FAST,Tomografía abdominal contrastada,Radiografía de abdomen,Ecografía abdominal,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Según la guía de Vigilancia del Neurodesarrollo del niño, en relación al área cognitiva. ¿A qué edad en meses logra 
obedecer dos órdenes seguidas u órdenes de dos pasos?",24,30,18,21,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 47 años, presenta movimientos corporales involuntarios y emite sonidos inapropiados (un grito como pato) 
durante la conversación. ¿Cuál es la ubicación anatómica de la disfunción?",Núcleo caudado,Ganglios basales,Corteza frontal,Corteza parietal,B,Ninguna de las anteriores,Prueba A,Year2024,2024
¿Cuál es la complicación más frecuente de la parotiditis?,Meningoencefalitis,Conjuntivitis,Trombocitopenia,Pancreatitis,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 20 años hace 3 horas sufre accidente de tránsito, manifiesta dolor pélvico y deseos de miccionar. Examen: 
abdomen globuloso, depresible, RHA presentes, se palpa globo vesical y se evidencia sangrado en meato urinario. ¿Cuál 
es la indicación inmediata?",Ecografía abdominal,TC abdominal sin contraste,Rx de abdomen simple,Uretrografía retrógrada,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 70 años acude por rinorrea, dolor de garganta, fiebre, escalofríos, mialgias, cefalea y malestar general, luego 
se agrega anosmia, ageusia y disnea. Antecedentes: EPID, DM tipo 2. Examen: PA 100/60 mmHg, FC 99 X', FR 28 X', 
SatO2 86%. Radiografía de tórax: radiopacidades periféricas bilaterales. Se le instaura oxígeno suplementario. ¿Cuál es 
el medicamento indicado?",Interleuquina,Dexametasona,Amoxicilina,Ivermectina,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Secundigesta de 12 semanas, antecedente de preeclampsia severa y lupus eritematoso sistémico. Examen: PA 100/60 
mmHg, FC 72 X'. Útero: 12 cm, LCF 140 X´. Ecografía: gestación activa de 12 semanas, no signos de cromosomopatías. 
Doppler arteria uterina con aumento de la resistencia. ¿Cuál es el tratamiento profiláctico?",Vitamina C,Alfa metildopa,Acido acetil salicílico,Nifedipino,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Lactante de 07 meses, traída a emergencia por llanto excesivo y fiebre. Desde hace una semana presenta congestión 
nasal y tos leve. Antecedente de lactancia mixta. Examen: faringe eritematosa sin placas purulentas, en oído derecho 
membrana timpánica congestiva y abombada. ¿Cuál es el tipo de otitis que presenta?",Externa,Media crónica,Interna,Media aguda,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Después de evacuada una mola se cuantifica la ß-hCG a las 48 horas, la misma que debe ser monitorizada cada ...... 
hasta que sus niveles sean normales.",día,tres semanas,semana,cuatro semanas,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 60 años con diagnóstico de colecistitis crónica por cálculos pequeños, acude a la emergencia por presentar 
dolor en epigastrio desde hace 8 días que se irradia a la espalda y que se ha intensificado en las últimas 48 horas 
score 8/10. ¿Qué examen inicial solicita?",Ecografía abdominal,Rx de abdomen,Lipasa,Amilasa,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 35 años, fumador, obeso, con hiperlipemia mixta sin tratamiento, acude por dolor precordial. Examen: PA 110/70 
mmHg, FC 72 X', FR 18 X', EKG: prolongación del segmento PR. ¿Cuál es la ubicación anatómica de la lesión?",Fibras de Purkinje,Haz de His,Botón aórtico,Sistema aurículoventricular,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Neonato de 3 semanas, desde hace 5 días presenta vómitos no biliosos en proyectil. Examen: empeoramiento progresivo 
del estado general, se palpa en epigastrio una tumoración de 3x3 cm. ¿Qué examen auxiliar solicita para confirmar el 
diagnóstico?",Rx simple abdominal,Rx GI seriada contrastada,Ecografía abdominal,Tomografía abdominal,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Multigesta de 14 semanas, acude a control prenatal. Antecedente de dos pérdidas indoloras a las 24 y 18 semanas. 
Ecografía genética: gestación única de 12 semanas sin alteraciones congénitas y cervicometria 15 mm. ¿Cuál es la 
conducta a seguir?",Progesterona via oral,Cerclaje cervical,Atosiban endovenoso,Pesario intravaginal,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niña de 13 años, desde hace dos meses debilidad en extremidades inferiores y dificultad para caminar; hace 
dos semanas se agregan náusea y vómitos. Antecedente: migraña medicada por la madre con antimigrañosos. 
Examen: fuerza muscular disminuida; sensibilidad, tono y ROT normales; cianosis intensa en pies que desaparece al 
decúbito. Laboratorio: CPK, DHL y electrolitos normales. Electromiografía normal. ¿Cuál es el diagnóstico más probable?",Guillain Barré,Somatismo,Mielitis transversa,Ergotismo,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 72 años G3 P3003, acude por presentar sensación de bulto en zona vaginal. Examen ginecológico: útero 7 cm 
anteverso flexo. Examen: POPQ Ba +1 y longitud total de la vagina 7 cm. ¿Cuál es el estadío del prolapso genital?",I,II,III,IV,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 50 años, hospitalizado por neumonía aspirativa, en tratamiento con ceftriaxona y clindamicina, al décimo día de 
evolución presenta fiebre, dolor abdominal y diarreas líquidas con moco en 5 cámaras al día. Laboratorio: 
Leucocitos 18000/µl. Colonoscopía: pared intestinal engrosada y presencia de pseudomembranas. ¿Cuál es el 
tratamiento indicado?",Ciprofloxacino,Cotrimoxazol,Levofloxacino,Vancomicina,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Adolescente, presenta vello pubiano en la base del pene que se extiende a región inguinal y se distribuye hacia la línea 
media de los muslos. Respecto a la clasificación de Desarrollo Puberal. ¿A cuál grado corresponde?",II,IV,V,III,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Gestante de 10 semanas con un cuadro severo de hiperemesis, empieza a presentar confusión, nistagmus y ataxia. ¿Cuál 
es el tratamiento indicado?",Potasio,Doxilamina,Vitamina K,Tiamina,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Lactante de 4 meses cuya madre solicita transferencia al cardiólogo porque el padre tiene cardiopatía congénita. Examen: 
FC 100 X', FR 28 X', peso 5 kg, talla 54 cm. MV presente en AHT; CV: ruidos cardiacos de buena intensidad en 
mesocardio, R2 desdoblado y fijo durante todas las fases de la respiración, se escucha mejor en el borde esternal superior. 
¿Cuál es el diagnóstico más probable?",Comunicación interventricular,Coartación de aorta,Comunicación interauricular,Ductus arterioso,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 49 años, ingresa a emergencia por cuadro súbito de cefalea y trastorno de sensorio. Examen: PA 180/95 mmHg, 
FC 98 X'; tomografía cerebral muestra hiperdensidad en región de tálamo. Se inicia tratamiento antihipertensivo con el 
objetivo de presión arterial sistólica (PAS) menor de ...... mmHg en la primera hora.",180,150,140,160,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Durante la campaña de salud integral se identifican gestantes con valor de hemoglobina de 9.5 g/dl, a las que se 
inicia tratamiento. ¿Con qué nivel de prevención se está actuando?",Cuaternaria,Secundaria,Primaria,Terciaria,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 70 años operado por presentar trombosis mesentérica, se le realizó resección masiva de intestino delgado con 
ileostomia terminal. ¿En qué se basa fundamentalmente el tratamiento posoperatorio inmediato?",Evitar la dermatitis,Controlar la diarrea,Control de hipergastrinemia,Evitar déficit de Vitamina B12,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"En niños y adultos jóvenes, la distensión ventricular súbita en la fase de llenado rápido, corresponde al ...... ruido cardiaco.",3°,1°,4°,2°,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 30 años, con infección por VIH, consulta por presentar varias lesiones ulceradas en glande, dolorosas y 
acompañadas de adenopatías inguinales. ¿Cuál es el diagnóstico más probable?",Linfogranuloma,Chancro,Granuloma,Chancroide,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 76 años, en reposo post operatorio de fractura de cadera, súbitamente presenta disnea y dolor en hemitórax 
derecho acompañado de tos y taquípnea. ¿Cuál es el examen indicado para confirmar el diagnóstico?",Dímero D,Eco doppler de miembros inferiores,Gammagrafía pulmonar,Angiotomografía pulmonar,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Niño de 2 años previamente sano, es traído a emergencia por presentar tos paroxística y nausea. Examen: T° 36.5 °C, 
FR 50 X', FC 100 X', SatO2 92%; sibilantes en hemitórax derecho. ¿Cuál es el diagnóstico más probable?",Bronquiolitis,Cuerpo extraño en vía aérea,Crisis asmática,Laringotraqueítis aguda,B,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 51 años, cursa con recidiva de cáncer de ovario, recibe 18 sesiones de quimioterapia con Cisplatino y Plaxitaxel. 
En examen de orina de control se encuentran leucocitos y piuria. ¿Cuál es el daño renal histológico?",Gloméruloesclerosis,Glomérulonefritis,Nefritis túbulointersticial aguda,Daño tubular agudo,C,Ninguna de las anteriores,Prueba A,Year2024,2024
"Escolar de 12 años con derivación ventrículo peritoneal por hidrocefalia congénita, consulta por cefalea intensa y vómitos 
que no ceden con analgésicos, niega fiebre. ¿Cuál es el primer diagnóstico a considerar?",Meningitis,Hemorragia intracraneal,Crisis de migraña,Disfunción valvular,D,Ninguna de las anteriores,Prueba A,Year2024,2024
"Varón de 38 años, acude por presentar parestesias, debilidad muscular, fatiga, visión borrosa y coordinación de 
movimientos disminuida de manera intermitente que se exacerba en verano. Examen: pérdida de agudeza visual del ojo 
izquierdo, dolor ocular ipsilateral con alteración de la visión de colores. Biopsia cerebral: desmielinización con celdas 
inflamatorias y gliosis. ¿Cuál es el diagnóstico?",Esclerosis múltiple,Angeítis granulomatosa,Sarcoidosis,Paraparesia espástica tropical,A,Ninguna de las anteriores,Prueba A,Year2024,2024
"Mujer de 45 años, que labora como operaria de limpieza, relata que los últimos cuatro días tuvo que refregar pisos en 
posición de rodillas ocasionándole dolor y aumento de volumen de la rodilla derecha que dificulta la deambulación y sus 
actividades habituales. ¿Cuál es la lesión anatómica más probable?",Rótula,Meniscos,Bursa de la rodilla,Ligamento cruzado,C,Ninguna de las anteriores,Prueba B,Year2024,2024
"Mujer de 70 años con diagnóstico de pancreatitis biliar grave hace un mes y medio, actualmente refiere dolor persistente 
en epigastrio, náusea y llenura precoz. Examen de abdomen: se palpa tumoración de 15x15 cm, poco movil y de bordes 
irregulares. ¿Cuál es el diagnóstico probable?",Neoplasia pancreática,Acumulación de líquido pancreático,Acumulación necrótica aguda,Seudoquiste pancreático,D,Ninguna de las anteriores,Prueba B,Year2024,2024
"Lactante de 10 meses, irritable, piel con lesiones papulares eritematosas en abdomen, axilas, codos y muslos, algunas 
costras en palmas y plantas. Madre presenta lesiones similares en abdomen. ¿Cuál es el tratamiento tópico de elección?",Tacrolimus,Lindano,Permetrina al 5%,Mometasona al 1%,C,Ninguna de las anteriores,Prueba B,Year2024,2024
"En la RCP básica de alta calidad del lactante y niño, se recomienda iniciar compresiones y ventilaciones ...... con un solo 
reanimador.",30/2,15/2,40/1,40/2,A,Ninguna de las anteriores,Prueba B,Year2024,2024
"Neonato de 5 días, es traído por madre quien refiere notarlo muy amarillo. Nacido de parto eutócico, peso al nacer: 3500 
g, adecuado para la edad gestacional; luego de alta conjunta, recibe lactancia materna exclusiva. Peso actual 3200 g, 
ictericia hasta raíz de muslos, presencia de reflejo de búsqueda y succión. ¿Cuál es la causa más probable de la ictericia?",Incompatibilidad Rh,Fallo de la lactancia,Hepatitis del RN,Cefalohematoma,B,Ninguna de las anteriores,Prueba B,Year2024,2024
"Varón de 25 años con dolor en FID desde hace 10 días, concomitantemente anorexia y fiebre hasta 39 °C. Examen: 
estable, tolera vía oral, afebril; PA 120/70 mmHg, FC 80 X', FR 26 X'; abdomen: tumoración en FID de 4x4 cm, poco movil 
ligeramente dolorosa, no reacción peritoneal. Leucocitosis 14000/µl. TC abdominal: tumoración de 5x5 cm en FID, con 
líquido escaso. ¿Cuál es el tratamiento?",Drenaje laparoscópico,Apendicectomía,Drenaje percutáneo,Antibióticoterapia,D,Ninguna de las anteriores,Prueba B,Year2024,2024
"Mujer de 22 años, sin antecedentes importantes, fue diagnosticada de COVID-19 hace 7 días. Desde hace 2 días se 
queja de palpitaciones, temblor de manos, sudoración profusa y leve dolor en región cervical anterior. Examen: PA 140/70 
mmHg, FC 126 X’, FR 22 X’, T° 37 °C. Se palpa pequeño bocio doloroso, piel húmeda y caliente y temblor de manos; 
resto normal. Laboratorio: TSH disminuida, T3 y T4 aumentada. Gammagrafía tiroidea: hipocaptación. ¿Cuál es el 
tratamiento inicial recomendado?",Prednisona,Yodo radiactivo,Metimazol,Propanolol,A,Ninguna de las anteriores,Prueba B,Year2024,2024
